nombre,edad,lugar_registro,marca_auto,modelo_auto,año_modelo,autonomia_km,tipo_carga,fecha_registro,version_software,baterias_recicladas
Herminia Lladó Carrasco,33,Málaga,Ford,F-150 Lightning,2020,522,Ultra Rápida,2023-01-20,8.3.4,No
Flora de Pozo,23,Burgos,Ford,Mustang Mach-E,2021,479,Rápida,2023-01-19,9.3.4,Sí
Brígida Nadal Sáez,34,La Coruña,Ford,Mustang Mach-E,2023,178,Ultra Rápida,2024-03-11,3.9.0,Sí
Reynaldo Robles Cabo,37,Granada,Tesla,Model Y,2022,423,Rápida,2023-12-02,6.3.8,Sí
Cecilia Galan Díez,79,Vizcaya,Kia,Niro EV,2020,533,Ultra Rápida,2025-02-23,4.5.2,Sí
Galo Moll Doménech,23,Tarragona,Ford,F-150 Lightning,2022,306,Ultra Rápida,2024-05-24,2.5.6,No
Lino Planas Gonzalo,44,Córdoba,Ford,F-150 Lightning,2020,502,Lenta,2022-09-02,3.0.6,No
Inés Caparrós Carballo,37,Toledo,BMW,i3,2024,600,Lenta,2023-12-04,4.0.1,No
Julia Diéguez Coronado,68,Ceuta,BMW,iX,2025,483,Ultra Rápida,2025-02-18,4.9.1,Sí
Anacleto Tudela,20,Murcia,Audi,Q4 e-tron,2024,591,Ultra Rápida,2022-05-04,8.0.0,Sí
Adelaida Lilia Villalonga Murillo,19,Murcia,Hyundai,Ioniq 5,2021,444,Rápida,2025-03-15,4.4.0,No
Ibán Barba Martin,28,Córdoba,Chevrolet,Bolt EUV,2019,354,Rápida,2023-12-02,3.1.9,Sí
Eladio Perales,76,Ciudad,Audi,e-tron,2023,558,Ultra Rápida,2025-03-19,3.8.8,Sí
Nélida Solís Gisbert,40,Cuenca,Tesla,Model X,2023,392,Rápida,2023-11-30,4.3.2,No
Melchor Guillén-Guitart,77,Málaga,Audi,Q4 e-tron,2023,224,Rápida,2024-06-13,5.0.4,No
Yago Cañellas-Uriarte,20,Álava,BMW,i4,2020,401,Ultra Rápida,2023-07-14,5.4.4,Sí
Araceli de Andrés,21,Cádiz,Audi,e-tron,2024,183,Ultra Rápida,2022-06-07,10.0.9,Sí
Dorita de Durán,18,León,BMW,i4,2019,282,Lenta,2022-08-13,3.3.0,No
Rodrigo Tormo Prada,66,La Coruña,BMW,iX,2025,236,Lenta,2023-12-16,1.0.0,Sí
Leandro Baños Grau,67,Jaén,Volkswagen,ID.4,2025,172,Ultra Rápida,2022-12-15,9.3.3,No
Calisto Tolosa Rodriguez,20,Murcia,Ford,F-150 Lightning,2020,157,Lenta,2024-11-29,7.3.8,No
Arcelia Simó-Barragán,48,Almería,Volkswagen,ID.3,2024,363,Rápida,2023-09-14,4.9.2,Sí
Calixta Nevado-Llanos,57,Jaén,Volkswagen,ID.4,2020,448,Lenta,2023-04-22,9.4.9,Sí
Manuel Izaguirre Amores,42,Murcia,Hyundai,Kona Electric,2023,352,Lenta,2024-09-06,3.0.0,Sí
Emiliano Gracia Reina,60,Tarragona,Nissan,Ariya,2024,409,Ultra Rápida,2023-06-25,2.0.6,Sí
Perlita María Del Carmen Mateo Saura,55,Cádiz,Nissan,Leaf,2021,293,Ultra Rápida,2022-10-03,5.3.9,No
Silvia Maldonado Estrada,21,León,Nissan,Ariya,2023,527,Rápida,2024-07-05,4.6.3,Sí
Glauco Gervasio Arribas Soto,80,Guipúzcoa,Chevrolet,Bolt EUV,2023,376,Lenta,2023-12-14,2.5.9,Sí
Luciano Teruel-Armas,35,La Coruña,Kia,EV6,2022,170,Rápida,2024-02-06,3.5.9,Sí
Trini Barros Esteve,39,Alicante,Volkswagen,ID.4,2025,185,Rápida,2023-11-12,8.1.7,No
Magdalena Carbajo Cabrero,68,Teruel,Chevrolet,Bolt EUV,2023,289,Ultra Rápida,2024-09-07,3.6.4,Sí
Íñigo Jaume Vergara,21,Madrid,Volkswagen,ID.4,2025,434,Lenta,2023-11-08,3.8.7,Sí
Maricruz de Herrera,31,Málaga,Nissan,Leaf,2019,561,Rápida,2024-11-06,10.6.6,No
Elba Alsina Valle,45,Murcia,Tesla,Model S,2025,441,Ultra Rápida,2022-11-02,4.2.5,No
Violeta Poza,59,Granada,Tesla,Model S,2023,174,Lenta,2023-05-19,9.0.8,No
Elodia Santiago,62,Granada,Audi,Q4 e-tron,2022,327,Rápida,2024-11-17,1.2.4,No
Adolfo Murillo Solano,35,Guipúzcoa,BMW,i3,2024,285,Ultra Rápida,2023-08-19,5.0.7,No
Ernesto del Gallego,64,Cáceres,Tesla,Model 3,2020,548,Rápida,2022-05-21,4.8.1,No
Morena Zaragoza,24,Melilla,Kia,EV6,2018,534,Lenta,2024-02-06,2.0.5,No
Eli Roberta Calvo Seco,68,Guadalajara,Nissan,Leaf,2020,353,Lenta,2024-02-28,1.8.0,Sí
Poncio Blas Ojeda Robles,64,Palencia,Kia,EV6,2019,538,Ultra Rápida,2023-04-13,10.4.2,Sí
Mercedes Jaume Barriga,55,Ciudad,Tesla,Model S,2025,195,Rápida,2023-06-12,7.4.5,No
Amalia Santamaria Plana,31,Granada,Nissan,Ariya,2021,374,Ultra Rápida,2024-01-26,10.8.1,Sí
Miguela Hierro Ayuso,51,Valladolid,Ford,F-150 Lightning,2023,490,Ultra Rápida,2023-05-08,2.4.7,No
Encarna Cánovas Gomila,35,Guipúzcoa,BMW,iX,2025,419,Rápida,2025-02-25,5.4.8,No
Moisés Rubio Casal,34,Las Palmas,Audi,e-tron,2023,508,Ultra Rápida,2023-03-19,2.6.3,Sí
Anselma Iniesta Iriarte,69,Las Palmas,Tesla,Model 3,2021,528,Rápida,2022-06-28,5.9.5,Sí
Adela Judith Jáuregui Castellanos,24,Albacete,Hyundai,Kona Electric,2024,454,Lenta,2023-09-04,9.1.0,No
Consuela Abril Báez,40,Zamora,BMW,i4,2025,205,Ultra Rápida,2023-05-20,2.1.9,Sí
Leandra Tormo Fuente,23,León,BMW,iX,2024,263,Lenta,2023-08-04,5.9.1,No
Lupe Cabo-Vilanova,38,Ciudad,Chevrolet,Bolt EUV,2020,570,Ultra Rápida,2023-09-19,3.3.6,Sí
Hermenegildo del Pacheco,18,Girona,Volkswagen,ID.3,2021,514,Lenta,2025-03-03,3.4.9,Sí
Victorino Salcedo Asensio,38,Girona,Nissan,Leaf,2022,542,Lenta,2025-02-27,2.7.3,No
Camila Torrens Cantero,24,La Rioja,Chevrolet,Bolt EUV,2023,419,Lenta,2023-04-03,9.4.7,No
Severino Alsina Casal,62,Tarragona,BMW,i3,2018,328,Ultra Rápida,2024-01-03,7.5.2,No
Felicidad del Rojas,76,Guadalajara,Volkswagen,ID.3,2019,368,Ultra Rápida,2024-05-03,2.5.1,Sí
Maxi Corral Amat,78,Ávila,Hyundai,Kona Electric,2023,182,Ultra Rápida,2023-11-01,7.9.5,No
Asunción Porta-Suárez,69,León,Ford,F-150 Lightning,2024,498,Ultra Rápida,2023-10-30,1.5.2,Sí
Blas Donato Heredia Piña,62,Valencia,Chevrolet,Bolt EV,2019,528,Lenta,2023-11-30,6.2.1,No
Clementina Beatriz Alcaraz Artigas,71,Cantabria,Hyundai,Kona Electric,2023,488,Rápida,2025-01-07,2.6.7,No
Geraldo Teodoro Bou Pereira,29,Guipúzcoa,Ford,F-150 Lightning,2018,263,Lenta,2023-11-04,5.8.4,No
Encarna Tomé Barreda,59,Girona,Hyundai,Kona Electric,2021,464,Rápida,2022-07-04,3.5.1,Sí
Remigio Arjona Peñas,49,Alicante,Kia,EV6,2021,546,Ultra Rápida,2022-05-29,3.8.8,No
Cirino Plaza Vara,52,Toledo,Ford,F-150 Lightning,2018,491,Lenta,2022-05-04,10.7.3,No
Imelda Mata Coll,77,Burgos,Audi,e-tron,2025,492,Ultra Rápida,2022-12-17,7.2.6,Sí
Macario Noguera Barba,35,Zaragoza,Tesla,Model S,2019,175,Ultra Rápida,2022-05-24,9.6.1,No
Ariel Gracia Garzón,39,Álava,Chevrolet,Bolt EUV,2023,268,Ultra Rápida,2023-04-26,7.9.0,Sí
Calixto Bernal,68,Barcelona,Hyundai,Kona Electric,2018,445,Ultra Rápida,2024-08-07,4.8.5,No
Beatriz Andrés Gómez,53,Córdoba,Hyundai,Ioniq 5,2020,203,Lenta,2023-11-27,4.4.7,Sí
Anastasia del Miró,62,La Rioja,Ford,Mustang Mach-E,2021,332,Lenta,2022-09-19,10.6.0,Sí
María Pilar Cabello Galindo,46,Vizcaya,Audi,e-tron,2019,377,Ultra Rápida,2024-02-04,8.2.9,No
Aroa Echevarría Santos,26,Tarragona,Chevrolet,Bolt EV,2022,366,Lenta,2024-10-10,4.5.3,No
Emilio Cordero Palomo,38,Guipúzcoa,Kia,Niro EV,2019,546,Lenta,2025-02-02,2.7.3,No
Vicente de Borrás,21,León,Volkswagen,ID.3,2019,168,Rápida,2022-08-08,4.8.2,No
Mario de Roca,30,Salamanca,Hyundai,Kona Electric,2019,491,Ultra Rápida,2024-05-30,6.4.7,No
Eric Salmerón-Mateos,61,Albacete,Audi,Q4 e-tron,2025,267,Ultra Rápida,2024-01-05,2.7.5,No
Antonio Maldonado Carbajo,45,Cuenca,Chevrolet,Bolt EUV,2021,598,Rápida,2023-04-23,5.3.6,Sí
Gloria Uría Bonilla,37,La Coruña,Chevrolet,Bolt EV,2024,191,Rápida,2024-01-24,4.5.3,No
Humberto Salamanca Pino,80,Las Palmas,Hyundai,Kona Electric,2022,566,Rápida,2022-11-04,6.7.5,No
Marcelino Manuel Santiago Canales,73,Ávila,Chevrolet,Bolt EV,2024,522,Rápida,2024-01-05,5.7.9,No
Lisandro Cañellas-Tolosa,32,Ceuta,Ford,F-150 Lightning,2025,330,Rápida,2023-05-15,3.1.5,No
Dolores Valcárcel-Heras,69,Salamanca,Volkswagen,ID.3,2025,318,Lenta,2025-02-15,8.8.7,Sí
Valentín Briones Arribas,64,Murcia,Chevrolet,Bolt EUV,2018,429,Lenta,2025-01-04,5.4.1,No
Amando Morán,29,Tarragona,BMW,i3,2018,333,Ultra Rápida,2022-09-01,6.8.6,No
Aránzazu Micaela Vallejo Serra,56,La Coruña,Chevrolet,Bolt EUV,2023,313,Lenta,2022-10-24,3.3.1,Sí
Samanta Torrijos Romeu,69,Álava,Nissan,Ariya,2020,410,Rápida,2025-01-08,7.3.5,Sí
Flavio Alcaraz Marcos,33,Barcelona,Chevrolet,Bolt EV,2021,337,Ultra Rápida,2023-01-25,2.4.6,No
Godofredo Enríquez-Peñalver,64,Alicante,Kia,EV6,2018,369,Rápida,2025-04-25,6.6.2,Sí
Ruth Rufina Pozo Larrea,77,Baleares,Hyundai,Kona Electric,2020,150,Rápida,2024-09-06,10.7.9,No
Mireia Cloe Barragán Amores,49,Baleares,Nissan,Leaf,2021,541,Ultra Rápida,2024-07-02,5.1.7,No
Marianela Morera Sotelo,73,Huesca,Tesla,Model S,2024,462,Lenta,2024-01-04,4.8.4,No
Cloe de Monreal,76,Burgos,Ford,F-150 Lightning,2018,204,Rápida,2022-05-28,2.8.4,Sí
Guillermo Recio-Pou,33,Salamanca,Ford,Mustang Mach-E,2024,562,Ultra Rápida,2023-09-14,2.0.7,Sí
Nico Flor Bru,37,Córdoba,BMW,iX,2023,159,Rápida,2022-07-16,7.9.1,Sí
Aura Ayllón Torralba,52,Córdoba,BMW,iX,2018,588,Lenta,2023-11-25,6.6.8,Sí
Olimpia Escolano Ferrando,46,Zamora,Kia,EV6,2020,276,Ultra Rápida,2025-01-19,4.4.3,Sí
Amaya Bolaños,70,Santa Cruz de Tenerife,Nissan,Ariya,2020,289,Lenta,2025-01-02,8.7.3,No
Juan Bautista Guijarro-Castell,51,Santa Cruz de Tenerife,Ford,F-150 Lightning,2018,322,Rápida,2023-01-10,5.8.4,Sí
Tito Bravo Pablo,58,Burgos,Hyundai,Kona Electric,2023,425,Rápida,2022-09-06,7.0.6,Sí
Otilia de Mateu,44,Albacete,Tesla,Model 3,2025,157,Rápida,2023-03-11,5.4.2,Sí
Donato Hoz Toledo,48,Girona,Tesla,Model Y,2022,334,Ultra Rápida,2024-12-11,10.8.1,No
Aníbal Reinaldo Dalmau Almazán,71,Pontevedra,Ford,F-150 Lightning,2020,327,Rápida,2022-11-20,1.1.4,Sí
Griselda Lucena Heredia,49,Murcia,Chevrolet,Bolt EV,2024,501,Rápida,2024-06-02,10.2.0,Sí
Silvestre Guijarro Conde,31,Vizcaya,BMW,i4,2023,304,Rápida,2023-08-11,1.2.9,No
Adelardo Serrano Carbajo,66,Murcia,Nissan,Ariya,2022,257,Lenta,2023-03-29,9.8.9,Sí
Yaiza Clarisa Cazorla Carbajo,30,Palencia,Kia,Niro EV,2025,506,Rápida,2022-07-11,9.8.9,Sí
Rufino Parra,50,Toledo,Volkswagen,ID.3,2023,343,Ultra Rápida,2022-05-24,1.2.8,No
Fidela Conesa Céspedes,73,Almería,Chevrolet,Bolt EV,2025,487,Rápida,2023-02-24,7.4.0,Sí
Carolina Marí Calvo,55,Almería,Hyundai,Kona Electric,2021,502,Rápida,2024-10-16,7.7.7,No
Hugo Clímaco Tejero Recio,63,La Coruña,BMW,i3,2024,580,Ultra Rápida,2025-01-06,6.5.8,No
Carmelita Terrón Mendizábal,65,Barcelona,Audi,e-tron,2020,550,Ultra Rápida,2024-09-13,8.7.2,No
María de Calvo,74,Ourense,Nissan,Ariya,2019,594,Rápida,2022-10-01,7.3.8,No
Jose Francisco Ibáñez Peiró,34,Teruel,Kia,Niro EV,2020,410,Rápida,2024-10-21,1.5.0,Sí
Marcelino Noguera Amador,74,Almería,Ford,Mustang Mach-E,2018,565,Rápida,2025-04-20,2.2.8,Sí
Oriana Pazos Sarabia,18,Cádiz,Kia,EV6,2024,537,Ultra Rápida,2023-08-05,5.8.2,Sí
Loida López Almansa,70,León,Nissan,Leaf,2024,277,Rápida,2022-12-20,8.9.0,No
Zoraida Castellanos Barceló,78,Baleares,Ford,Mustang Mach-E,2019,432,Lenta,2024-04-22,10.3.7,Sí
Narciso del Blanes,36,Córdoba,Hyundai,Ioniq 5,2019,249,Rápida,2022-10-25,6.4.5,No
Edelmiro Baños,48,Zaragoza,Chevrolet,Bolt EV,2024,335,Ultra Rápida,2023-02-18,6.4.4,Sí
Mamen de Meléndez,30,Segovia,Kia,EV6,2021,183,Ultra Rápida,2024-11-05,9.7.2,No
Xavier Salvà Arnaiz,23,Cáceres,BMW,iX,2024,377,Ultra Rápida,2023-10-17,3.9.4,No
Clementina Perez,50,Burgos,Audi,Q4 e-tron,2024,174,Lenta,2024-01-25,5.2.0,No
Merche Bayona Prats,67,Toledo,Ford,Mustang Mach-E,2023,168,Rápida,2022-11-30,8.4.1,Sí
Lisandro de Peña,24,Córdoba,BMW,iX,2025,210,Rápida,2023-02-27,7.7.5,No
Ovidio Hoyos Aguilera,43,Sevilla,Audi,Q4 e-tron,2018,381,Ultra Rápida,2025-04-11,5.5.7,Sí
Lino Antón,20,Ourense,Volkswagen,ID.3,2022,329,Rápida,2025-04-16,1.0.4,Sí
Rosenda Alonso Caparrós,57,Guadalajara,BMW,iX,2024,274,Ultra Rápida,2022-05-23,7.5.5,No
Teodoro Fajardo,78,Cuenca,BMW,i3,2019,481,Rápida,2022-06-07,8.5.3,No
Marcial de Solana,63,Jaén,Nissan,Ariya,2023,496,Ultra Rápida,2024-11-27,9.4.5,Sí
Angelita Asenjo Pera,40,Granada,Hyundai,Ioniq 5,2019,345,Rápida,2023-10-12,5.5.9,No
Ofelia Campillo Mayo,25,Madrid,BMW,i3,2023,465,Rápida,2022-10-14,1.9.3,Sí
Mar Oller-Pedraza,18,Alicante,Ford,F-150 Lightning,2019,321,Ultra Rápida,2023-03-05,3.7.1,No
Felipa Montaña Vergara,56,Las Palmas,Hyundai,Ioniq 5,2018,264,Lenta,2024-09-30,10.3.3,No
Benigno Tejera Vergara,20,Asturias,Ford,Mustang Mach-E,2023,394,Ultra Rápida,2025-02-08,4.0.7,Sí
Ismael Buendía Cuesta,26,Zamora,BMW,i3,2023,569,Rápida,2023-04-17,3.0.2,No
Quirino Gil Calleja Tudela,51,Albacete,Chevrolet,Bolt EV,2022,396,Rápida,2023-05-04,6.9.3,Sí
Lisandro Eusebio Murillo Fábregas,41,Cuenca,Tesla,Model 3,2024,543,Ultra Rápida,2023-03-31,8.3.2,No
Fabián Castilla Rozas,58,Girona,Hyundai,Ioniq 5,2024,353,Lenta,2024-01-24,9.1.7,Sí
Alex del Garmendia,48,Lleida,Chevrolet,Bolt EUV,2022,329,Lenta,2022-09-28,4.9.6,No
Catalina Osuna-Estévez,57,Guipúzcoa,Tesla,Model 3,2020,256,Ultra Rápida,2024-09-30,10.5.0,No
Reynaldo Fiol Palmer,25,Palencia,Tesla,Model Y,2019,493,Rápida,2024-03-14,5.6.1,No
Wilfredo Portero Montserrat,31,Asturias,Nissan,Leaf,2023,442,Lenta,2022-05-26,2.3.3,Sí
Mario Expósito Posada,80,Asturias,Tesla,Model S,2020,472,Rápida,2023-02-17,3.3.3,Sí
Daniela Maza Cuevas,58,Alicante,Audi,Q4 e-tron,2020,513,Rápida,2022-12-11,1.9.6,No
Rosalinda Heras Conesa,62,Almería,Tesla,Model X,2021,590,Rápida,2025-04-04,2.3.0,Sí
Casemiro Corral Reig,26,Granada,Nissan,Leaf,2024,208,Rápida,2023-07-28,3.2.4,Sí
Andrea Flor,20,Melilla,Hyundai,Ioniq 5,2023,396,Rápida,2024-01-16,4.8.1,No
Isidora Mata Ramón,48,Ciudad,Tesla,Model S,2024,346,Rápida,2024-07-05,10.3.9,Sí
Arsenio Sáenz Fortuny,34,León,Volkswagen,ID.3,2025,443,Rápida,2024-06-03,6.2.9,Sí
Primitiva Dulce Planas Jordán,31,Lugo,Tesla,Model X,2020,351,Lenta,2023-09-01,2.9.9,Sí
Carolina Colomer-Calvet,43,Tarragona,Volkswagen,ID.3,2024,539,Rápida,2023-11-02,2.9.7,Sí
Curro Saura Ortiz,60,Palencia,Chevrolet,Bolt EUV,2018,164,Lenta,2023-06-12,7.7.5,Sí
Aristides García Revilla,77,Ciudad,Volkswagen,ID.4,2024,513,Lenta,2024-05-04,4.2.7,No
Estrella Font Marín,69,Jaén,Kia,Niro EV,2024,285,Ultra Rápida,2023-11-14,8.2.3,Sí
Merche Ayala Carmona,30,Ávila,Chevrolet,Bolt EUV,2021,490,Lenta,2025-03-21,9.6.2,Sí
Sebastian Canals Farré,70,Almería,Tesla,Model S,2023,192,Rápida,2023-12-01,9.8.6,No
Anna Iglesias Cantón,21,Guadalajara,BMW,i3,2023,421,Lenta,2024-05-13,3.6.4,Sí
Edu Bastida-Múñiz,70,Huelva,Tesla,Model Y,2021,257,Ultra Rápida,2025-04-11,7.2.9,Sí
Úrsula Anabel Arias Escolano,74,Ceuta,Ford,F-150 Lightning,2025,216,Lenta,2024-08-29,5.5.4,No
Valentín Manuel-Verdú,43,Badajoz,Tesla,Model X,2020,289,Rápida,2022-10-16,6.0.0,No
Cayetano Chamorro Fabra,18,Cuenca,Nissan,Ariya,2025,308,Ultra Rápida,2024-07-13,5.2.9,No
Olalla Rojas Pintor,33,Badajoz,Hyundai,Ioniq 5,2019,354,Lenta,2024-12-27,3.6.8,Sí
Esteban Amat Murillo,77,Zamora,Volkswagen,ID.4,2025,449,Ultra Rápida,2023-03-07,4.4.1,No
Consuelo Iglesia,19,Almería,Ford,F-150 Lightning,2020,474,Lenta,2022-11-30,10.2.5,Sí
Clementina Naranjo,39,Cáceres,Kia,Niro EV,2019,191,Ultra Rápida,2022-12-19,4.0.9,Sí
Mohamed Quintero Miguel,78,Cuenca,Tesla,Model Y,2024,599,Lenta,2023-03-07,9.5.2,No
Florentino Alcolea Paz,44,Ciudad,Volkswagen,ID.4,2022,252,Rápida,2024-04-17,3.1.1,Sí
Evangelina Tomas Goicoechea,63,Alicante,Kia,Niro EV,2021,247,Ultra Rápida,2023-01-17,5.7.5,Sí
Dalila Iñiguez Tamarit,43,Valencia,Audi,Q4 e-tron,2025,363,Rápida,2023-10-02,4.9.9,No
Conrado Fajardo Larrañaga,19,Guadalajara,Audi,e-tron,2022,515,Ultra Rápida,2024-06-01,5.8.0,No
Candelaria Crespo Barroso,42,Córdoba,Hyundai,Kona Electric,2021,596,Ultra Rápida,2024-04-01,1.3.7,No
Eustaquio Ibáñez Carreras,73,Huesca,Volkswagen,ID.3,2022,150,Rápida,2023-03-20,9.7.7,No
Moreno de Jaén,36,Burgos,BMW,i4,2024,323,Lenta,2024-03-10,4.4.6,No
Ester Carbajo,22,León,Kia,Niro EV,2025,463,Ultra Rápida,2024-04-08,4.6.8,No
Curro Ortega-Gálvez,22,Guadalajara,Hyundai,Ioniq 5,2020,203,Lenta,2024-07-03,9.2.2,Sí
Concha Benavent-Laguna,62,La Rioja,Ford,Mustang Mach-E,2019,464,Rápida,2024-12-09,2.2.4,Sí
Angélica Leocadia Escrivá Benavides,62,Teruel,Tesla,Model 3,2022,409,Lenta,2022-06-13,6.7.9,Sí
Ariadna Sandoval Bilbao,41,Melilla,Kia,EV6,2018,442,Ultra Rápida,2024-09-21,9.4.9,Sí
Seve Coloma Solís,64,Ciudad,Kia,Niro EV,2024,358,Ultra Rápida,2024-03-10,9.0.9,Sí
Gabriel Villar Mercader,18,Zamora,Tesla,Model 3,2018,580,Lenta,2024-03-21,2.7.1,No
Luís Girón Company,54,Tarragona,Audi,e-tron,2025,339,Ultra Rápida,2023-03-10,2.8.1,No
Román Mate-Grande,57,Álava,Volkswagen,ID.4,2024,342,Rápida,2024-03-16,3.8.0,Sí
Lupe Cuéllar-Marcos,64,Málaga,Ford,F-150 Lightning,2020,531,Lenta,2024-05-31,8.6.3,Sí
Elvira Caballero Alsina,73,Ciudad,Hyundai,Kona Electric,2021,588,Ultra Rápida,2023-04-11,10.7.8,No
Filomena Martí Bauzà,63,Lugo,Hyundai,Ioniq 5,2024,418,Lenta,2025-01-04,1.2.2,No
Rosalina Maura Morillo Bernal,46,Pontevedra,Kia,Niro EV,2019,549,Rápida,2023-10-10,1.3.4,No
Ignacia Guzmán Cuadrado,33,Albacete,BMW,i3,2021,544,Lenta,2023-12-19,6.4.2,Sí
León Carlos Falcón Galiano,35,Burgos,Hyundai,Kona Electric,2024,258,Ultra Rápida,2025-02-03,3.7.7,Sí
Feliciana de Canales,71,Baleares,Volkswagen,ID.3,2023,473,Ultra Rápida,2022-08-10,10.6.4,No
Lucho Segarra-Lamas,58,Cádiz,Chevrolet,Bolt EV,2023,360,Rápida,2022-07-18,2.7.9,Sí
Rosalinda Briones,78,Soria,Nissan,Leaf,2025,544,Rápida,2022-07-29,6.1.1,Sí
Guadalupe Mesa-Palma,47,Badajoz,BMW,iX,2018,483,Rápida,2024-03-05,5.6.9,Sí
Nazaret Peñalver,20,Valencia,Volkswagen,ID.3,2021,502,Ultra Rápida,2024-07-29,9.5.3,Sí
Celso Amor Cabello,68,Baleares,Tesla,Model 3,2025,408,Ultra Rápida,2023-09-16,9.6.4,No
Tomasa Martorell Seco,23,Navarra,Ford,Mustang Mach-E,2021,386,Ultra Rápida,2023-08-29,9.4.2,Sí
Flor Quintanilla Merino,38,Jaén,BMW,i3,2023,539,Ultra Rápida,2023-02-23,8.4.2,No
Lupe Sureda Núñez,65,Baleares,Kia,EV6,2021,328,Rápida,2023-11-30,7.8.9,Sí
Dorotea Cortes,53,Granada,Nissan,Leaf,2021,380,Ultra Rápida,2023-06-26,6.8.8,No
Buenaventura Taboada,80,Zaragoza,Audi,Q4 e-tron,2023,400,Ultra Rápida,2023-04-21,4.6.8,Sí
Armida Palomino Barrios,80,Girona,BMW,iX,2020,529,Ultra Rápida,2024-05-28,6.1.9,No
Sandalio Castejón-Cañizares,33,Ávila,Chevrolet,Bolt EUV,2023,407,Lenta,2025-02-01,5.3.5,No
Evelia de Jerez,70,Guipúzcoa,Nissan,Ariya,2019,332,Ultra Rápida,2024-01-09,6.6.4,No
Alejo Orozco Cisneros,19,Madrid,Ford,F-150 Lightning,2024,311,Rápida,2023-03-26,1.2.7,No
Glauco de Vera,78,Teruel,Audi,Q4 e-tron,2021,344,Rápida,2023-11-01,8.4.0,Sí
Amando Giralt,79,Almería,Chevrolet,Bolt EUV,2019,534,Ultra Rápida,2024-06-21,1.1.4,Sí
Plácido Gelabert Carro,20,Huelva,Ford,F-150 Lightning,2020,484,Lenta,2024-12-09,6.0.1,Sí
Humberto Rey Piñol,36,Castellón,Chevrolet,Bolt EUV,2022,221,Ultra Rápida,2023-07-15,1.1.8,Sí
Jacinta Espejo Sáenz,38,Ourense,Hyundai,Kona Electric,2019,442,Rápida,2022-11-05,6.4.4,Sí
Paco Roig Tejera,62,Valladolid,Hyundai,Ioniq 5,2025,455,Rápida,2024-06-04,3.2.3,Sí
Andrea Arrieta,34,Albacete,Hyundai,Ioniq 5,2021,540,Ultra Rápida,2024-05-25,1.7.6,Sí
Adrián Alcántara Marcos,31,Valencia,Tesla,Model 3,2019,474,Lenta,2025-01-05,7.6.9,No
Marino Vázquez Andrade,21,Ceuta,Kia,Niro EV,2020,165,Ultra Rápida,2023-02-28,8.0.9,No
Guiomar González-Salom,74,Baleares,Volkswagen,ID.4,2021,263,Ultra Rápida,2025-03-13,10.0.3,Sí
Quirino Castells-Rozas,37,Cuenca,Volkswagen,ID.3,2022,159,Ultra Rápida,2022-12-02,6.6.0,Sí
Fulgencio Valverde-Zamorano,57,Vizcaya,Nissan,Leaf,2020,412,Rápida,2023-10-11,1.0.1,No
Bernarda Catalá Pereira,32,Ceuta,Chevrolet,Bolt EUV,2022,197,Rápida,2024-08-19,4.3.4,Sí
Camila Molins Carrillo,36,Guipúzcoa,Kia,EV6,2022,308,Rápida,2023-10-04,3.0.2,No
Constanza Carmona-Mármol,76,Guadalajara,Ford,F-150 Lightning,2022,358,Rápida,2024-05-31,7.7.7,No
Herberto Rozas Esteve,30,Vizcaya,Hyundai,Kona Electric,2019,178,Rápida,2023-02-20,10.6.4,Sí
Macaria Fabregat Calleja,42,Badajoz,Audi,Q4 e-tron,2024,468,Lenta,2023-12-02,4.6.3,Sí
José Ángel Morales Duarte,38,Huesca,Hyundai,Ioniq 5,2019,442,Rápida,2023-10-28,2.1.6,Sí
Onofre Marin Guerra,46,Alicante,Chevrolet,Bolt EV,2021,245,Ultra Rápida,2024-08-15,10.3.7,Sí
Albina Vallés Cifuentes,58,Zaragoza,Nissan,Leaf,2023,230,Rápida,2022-10-17,7.6.6,No
Evita Asensio,77,Badajoz,Chevrolet,Bolt EUV,2025,293,Lenta,2022-07-11,9.8.1,No
Bibiana Nogués Gil,58,León,Volkswagen,ID.3,2023,524,Rápida,2022-06-16,5.8.4,No
Quique Solana Araujo,69,Córdoba,Ford,F-150 Lightning,2024,389,Ultra Rápida,2024-11-08,5.5.2,Sí
Zaira Solano-Zaragoza,18,Murcia,Kia,Niro EV,2021,343,Lenta,2025-02-15,3.2.5,Sí
Nereida Chaparro Rosa,64,Guipúzcoa,Volkswagen,ID.4,2024,264,Ultra Rápida,2025-02-10,10.5.6,Sí
Ricardo de Villena,55,La Coruña,Volkswagen,ID.3,2019,545,Rápida,2022-12-31,7.5.7,No
Adelardo Alcalde Rius,49,Ciudad,Nissan,Leaf,2025,234,Rápida,2023-07-03,2.0.2,Sí
José María Gonzalez Marti,29,Burgos,Audi,Q4 e-tron,2023,518,Rápida,2025-04-22,3.5.8,No
Daniela Morante Galván,35,Murcia,Hyundai,Ioniq 5,2023,412,Rápida,2023-07-25,3.3.7,No
Fabián Crespo Pintor,25,Segovia,Kia,Niro EV,2021,189,Ultra Rápida,2022-11-03,10.6.1,Sí
Roberto Mur Camps,77,Cuenca,Kia,EV6,2022,506,Rápida,2023-03-12,4.0.3,No
Eusebia Seco Manrique,18,Girona,BMW,i3,2021,358,Rápida,2024-03-08,6.2.5,Sí
